# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.module.iml.entities.serializer.load.entities.ms,1739764297391000000,1739764357394000000,0
jps.save.global.entities.ms,1739764297391000000,1739764357394000000,0
workspaceModel.sync.entities.ms,1739764297391000000,1739764357394000000,0
jps.load.initial.state.ms,1739764297391000000,1739764357394000000,0
workspaceModel.load.cache.from.file.ms,1739764297391000000,1739764357394000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1739764297391000000,1739764357394000000,0
jps.module.iml.entities.serializer.save.entities.ms,1739764297391000000,1739764357394000000,0
workspaceModel.global.updates.ms,1739764297391000000,1739764357394000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1739764297391000000,1739764357394000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1739764297391000000,1739764357394000000,0
jps.facet.change.listener.before.change.events.ms,1739764297391000000,1739764357394000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1739764297391000000,1739764357394000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1739764297391000000,1739764357394000000,0
jps.app.storage.content.reader.load.component.ms,1739764297391000000,1739764357394000000,0
workspaceModel.moduleBridge.update.option.ms,1739764297391000000,1739764357394000000,0
jps.library.entities.serializer.save.entities.ms,1739764297391000000,1739764357394000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1739764297391000000,1739764357394000000,0
jps.facet.change.listener.process.change.events.ms,1739764297391000000,1739764357394000000,0
workspaceModel.load.cache.metadata.from.file.ms,1739764297391000000,1739764357394000000,0
workspaceModel.global.apply.state.to.project.ms,1739764297391000000,1739764357394000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1739764297391000000,1739764357394000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1739764297391000000,1739764357394000000,0
jps.library.entities.serializer.load.entities.ms,1739764297391000000,1739764357394000000,0
jps.artifact.entities.serializer.load.entities.ms,1739764297391000000,1739764357394000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1739764297391000000,1739764357394000000,0
FlushQueue.executionTimeMaxNs,1739764297391000000,1739764357394000000,84479
WriteAction.executionsCount,1739764297391000000,1739764357394000000,0
AWTEventQueue.dispatchTime90PNs,1739764297391000000,1739764357394000000,167935
FlushQueue.waitingTime90PNs,1739764297391000000,1739764357394000000,280575
ReadAction.executionsCount,1739764297391000000,1739764357394000000,0
AWTEventQueue.dispatchTimeMaxNs,1739764297391000000,1739764357394000000,249855
FlushQueue.queueSize90P,1739764297391000000,1739764357394000000,0
FlushQueue.queueSizeAvg,1739764297391000000,1739764357394000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1739764297391000000,1739764357394000000,19092937
FlushQueue.tasksExecuted,1739764297391000000,1739764357394000000,120
AWTEventQueue.dispatchTimeAvgNs,1739764297391000000,1739764357394000000,144650.66666666666
NonBlockingReadAction.failedExecutionTimeUs,1739764297391000000,1739764357394000000,0
FlushQueue.executionTime90PNs,1739764297391000000,1739764357394000000,62719
FlushQueue.queueSizeMax,1739764297391000000,1739764357394000000,0
AWTEventQueue.eventsDispatched,1739764297391000000,1739764357394000000,132
FlushQueue.executionTimeAvgNs,1739764297391000000,1739764357394000000,52728.53333333333
NonBlockingReadAction.finalizedExecutionsCount,1739764297391000000,1739764357394000000,0
FlushQueue.waitingTimeMaxNs,1739764297391000000,1739764357394000000,317439
NonBlockingReadAction.failedExecutionsCount,1739764297391000000,1739764357394000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1739764297391000000,1739764357394000000,0
FlushQueue.waitingTimeAvgNs,1739764297391000000,1739764357394000000,238186.66666666666
VFS.contentStorage.recordsReadSize,1739764357394000000,1739764417391000000,0
VFS.fileByIdCache.hits,1739764357394000000,1739764417391000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1739764357394000000,1739764417391000000,0
FileNameCache.totalMisses,1739764357394000000,1739764417391000000,0
VFS.fileByIdCache.misses,1739764357394000000,1739764417391000000,0
VFS.contentStorage.recordsStoredSize,1739764357394000000,1739764417391000000,0
FileNameCache.queries,1739764357394000000,1739764417391000000,0
VFS.invertedFileNameIndex.requests,1739764357394000000,1739764417391000000,0
VFS.fileChildByName,1739764357394000000,1739764417391000000,0
VFS.contentStorage.recordsDeduplicated,1739764357394000000,1739764417391000000,0
VFS.contentStorage.recordsUncompressedSize,1739764357394000000,1739764417391000000,0
VFS.contentStorage.recordsRead,1739764357394000000,1739764417391000000,0
VFS.contentStorage.recordsReadDecompressed,1739764357394000000,1739764417391000000,0
VFS.contentStorage.recordsStored,1739764357394000000,1739764417391000000,0
VFS.contentStorage.recordsStoredCompressed,1739764357394000000,1739764417391000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1739764357394000000,1739764417391000000,0
writeAction.wait.ms,1739764357394000000,1739764417391000000,0
writeAction.count,1739764357394000000,1739764417391000000,0
DiskQueryRelay.tasksRequested,1739764357394000000,1739764417391000000,0
writeAction.max.wait.ms,1739764357394000000,1739764417391000000,1
DiskQueryRelay.tasksExecuted,1739764357394000000,1739764417391000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1739764357394000000,1739764417391000000,0
writeAction.median.wait.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactManagerBridge.commit.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1739764357394000000,1739764417391000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1739764357394000000,1739764417391000000,0
DirectByteBufferAllocator.hits,1739764357394000000,1739764417391000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1739764357394000000,1739764417391000000,0
FilePageCache.capacityInBytes,1739764357394000000,1739764417391000000,503316478
FilePageCacheLockFree.totalHeapBytesReclaimed,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalPagesAllocated,1739764357394000000,1739764417391000000,0
MappedFileStorage.totalPagesMapped,1739764357394000000,1739764417391000000,16
StorageLockContext.competingThreads.avg,1739764357394000000,1739764417391000000,0.0
StreamlinedBlobStorage.recordsDeleted,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalPagesReadMs,1739764357394000000,1739764417391000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1739764357394000000,1739764417391000000,238043136
MappedFileStorage.totalBytesMapped,1739764357394000000,1739764417391000000,202637312
FilePageCacheLockFree.totalNativeBytesReclaimed,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1739764357394000000,1739764417391000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1739764357394000000,1739764417391000000,0
StorageLockContext.competingThreads.90P,1739764357394000000,1739764417391000000,0
StreamlinedBlobStorage.recordsAllocated,1739764357394000000,1739764417391000000,0
FilePageCache.disposedBuffers,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalBytesRead,1739764357394000000,1739764417391000000,0
MappedFileStorage.storages,1739764357394000000,1739764417391000000,16
FilePageCache.maxCacheSizeInBytes,1739764357394000000,1739764417391000000,238043136
FilePageCacheLockFree.totalHeapBytesAllocated,1739764357394000000,1739764417391000000,0
DirectByteBufferAllocator.misses,1739764357394000000,1739764417391000000,0
StorageLockContext.competingThreads.max,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalPagesHandedOver,1739764357394000000,1739764417391000000,0
DirectByteBufferAllocator.disposed,1739764357394000000,1739764417391000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1739764357394000000,1739764417391000000,11926
FilePageCacheLockFree.totalPagesReclaimed,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1739764357394000000,1739764417391000000,0
FilePageCache.totalPageDisposalsUs,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalBytesRequested,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalPagesWritten,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalPagesWriteMs,1739764357394000000,1739764417391000000,0
FilePageCache.totalPageLoadsUs,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1739764357394000000,1739764417391000000,0
FilePageCache.maxRegisteredFiles,1739764357394000000,1739764417391000000,535
FilePageCacheLockFree.totalPagesRequested,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1739764357394000000,1739764417391000000,0
FilePageCache.pageLoads,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.totalBytesWritten,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.nativeBytesInUse,1739764357394000000,1739764417391000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1739764357394000000,1739764417391000000,0
FilePageCache.uncachedFileAccess,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.heapBytesInUse,1739764357394000000,1739764417391000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1739764357394000000,1739764417391000000,0
FilePageCache.pageHits,1739764357394000000,1739764417391000000,0
FilePageCache.pageFastCacheHits,1739764357394000000,1739764417391000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1739764357394000000,1739764417391000000,0
StreamlinedBlobStorage.recordsRelocated,1739764357394000000,1739764417391000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1739764357394000000,1739764417391000000,0
DirectByteBufferAllocator.reclaimed,1739764357394000000,1739764417391000000,0
cacheStateStorage.get.counter,1739764357394000000,1739764417391000000,0
cacheStateStorage.set.counter,1739764357394000000,1739764417391000000,0
cacheStateStorage.set.duration,1739764357394000000,1739764417391000000,0
cacheStateStorage.get.duration,1739764357394000000,1739764417391000000,0
Indexes.entries.lookups,1739764357394000000,1739764417391000000,0
IndexesFlusher.totalFlushingTimeUs,1739764357394000000,1739764417391000000,244051
Indexes.entries.lookupDurationAvgMs,1739764357394000000,1739764417391000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1739764357394000000,1739764417391000000,0
Indexes.allKeys.lookupDurationAvgMs,1739764357394000000,1739764417391000000,0.0
Indexing.totalTimeIndexersSleptMs,1739764357394000000,1739764417391000000,0
Indexing.writesQueuedMin,1739764357394000000,1739764417391000000,0
Indexing.writesQueuedMax,1739764357394000000,1739764417391000000,0
Indexes.allKeys.lookupDuration90PMs,1739764357394000000,1739764417391000000,0.0
Indexes.entries.lookupDuration90PMs,1739764357394000000,1739764417391000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1739764357394000000,1739764417391000000,0.0
Indexes.allKeys.lookups,1739764357394000000,1739764417391000000,0
Indexing.cache.totalCacheEvicted,1739764357394000000,1739764417391000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1739764357394000000,1739764417391000000,0
IndexesFlusher.totalContentionQuotaSpent,1739764357394000000,1739764417391000000,0
IndexesFlusher.totalFlushesRetried,1739764357394000000,1739764417391000000,0
IndexesFlusher.totalFlushes,1739764357394000000,1739764417391000000,60
Indexes.stubs.lookupDurationAvgMs,1739764357394000000,1739764417391000000,0.0
Indexes.stubs.lookups,1739764357394000000,1739764417391000000,0
Indexing.cache.totalCacheMisses,1739764357394000000,1739764417391000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1739764357394000000,1739764417391000000,0
Indexes.stubs.lookupDuration90PMs,1739764357394000000,1739764417391000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1739764357394000000,1739764417391000000,0
Indexes.stubs.lookupDurationMaxMs,1739764357394000000,1739764417391000000,0.0
Indexes.entries.lookupDurationMaxMs,1739764357394000000,1739764417391000000,0.0
Indexing.cache.totalCacheAccesses,1739764357394000000,1739764417391000000,0
Indexing.writesQueuedAvg,1739764357394000000,1739764417391000000,0.0
workspaceModel.cachedValueWithParameters.calculated.count,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1739764357394000000,1739764417391000000,0
workspaceModel.loading.from.cache.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1739764357394000000,1739764417391000000,0
workspaceModel.updates.precise.ms,1739764357394000000,1739764417391000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1739764357394000000,1739764417391000000,0
workspaceModel.updates.count,1739764357394000000,1739764417391000000,0
workspaceModel.cachedValue.total.get.count,1739764357394000000,1739764417391000000,0
workspaceModel.full.replace.project.model.ms,1739764357394000000,1739764417391000000,0
workspaceModel.cachedValue.calculated.count,1739764357394000000,1739764417391000000,0
workspaceModel.pre.handlers.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.instances.count,1739764357394000000,1739764417391000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1739764357394000000,1739764417391000000,0
workspaceModel.cachedValue.clear.count,1739764357394000000,1739764417391000000,0
workspaceModel.check.recursive.update.ms,1739764357394000000,1739764417391000000,0
workspaceModel.loading.total.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1739764357394000000,1739764417391000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1739764357394000000,1739764417391000000,0
workspaceModel.on.before.changed.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1739764357394000000,1739764417391000000,0
workspaceModel.replace.project.model.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1739764357394000000,1739764417391000000,0
workspaceModel.on.changed.ms,1739764357394000000,1739764417391000000,0
workspaceModel.update.unloaded.entities.ms,1739764357394000000,1739764417391000000,0
workspaceModel.init.bridges.ms,1739764357394000000,1739764417391000000,0
workspaceModel.collect.changes.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1739764357394000000,1739764417391000000,0
workspaceModel.workspaceFileIndexData.init.ms,1739764357394000000,1739764417391000000,0
workspaceModel.to.snapshot.ms,1739764357394000000,1739764417391000000,0
workspaceModel.cachedValue.from.cache.count,1739764357394000000,1739764417391000000,0
workspaceModel.cachedValueWithParameters.clear.count,1739764357394000000,1739764417391000000,0
workspaceModel.initializing.ms,1739764357394000000,1739764417391000000,0
workspaceModel.updates.ms,1739764357394000000,1739764417391000000,0
JVM.totalTimeAtSafepointsMs,1739764357394000000,1739764417391000000,0
JVM.threadCount,1739764357394000000,1739764417391000000,41
JVM.GC.collectionTimesMs,1739764357394000000,1739764417391000000,0
JVM.newThreadsCount,1739764357394000000,1739764417391000000,0
JVM.usedNativeBytes,1739764357394000000,1739764417391000000,413669344
JVM.maxHeapBytes,1739764357394000000,1739764417391000000,2147483648
JVM.totalCpuTimeMs,1739764357394000000,1739764417391000000,690
JVM.totalDirectByteBuffersBytes,1739764357394000000,1739764417391000000,239435730
JVM.usedHeapBytes,1739764357394000000,1739764417391000000,305477728
JVM.totalSafepointCount,1739764357394000000,1739764417391000000,2
JVM.GC.collections,1739764357394000000,1739764417391000000,0
JVM.totalBytesAllocated,1739764357394000000,1739764417391000000,15290056
JVM.totalTimeToSafepointsMs,1739764357394000000,1739764417391000000,0
JVM.maxThreadCount,1739764357394000000,1739764417391000000,138
OS.loadAverage,1739764357394000000,1739764417391000000,0.76123046875
workspaceModel.mutableEntityStorage.has.same.entities.ms,1739764357394000000,1739764417391000000,0
jps.project.serializers.load.ms,1739764357394000000,1739764417391000000,0
jps.storage.jps.conf.reader.load.component.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1739764357394000000,1739764417391000000,0
jps.apply.loaded.storage.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1739764357394000000,1739764417391000000,0
jps.project.serializers.save.ms,1739764357394000000,1739764417391000000,0
jps.global.handle.before.change.events.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1739764357394000000,1739764417391000000,0
jps.global.handle.changed.events.ms,1739764357394000000,1739764417391000000,0
workspaceModel.save.cache.to.file.ms,1739764357394000000,1739764417391000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1739764357394000000,1739764417391000000,0
jps.save.changed.project.entities.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1739764357394000000,1739764417391000000,0
jps.facet.change.listener.init.bridge.ms,1739764357394000000,1739764417391000000,0
jps.artifact.entities.serializer.save.entities.ms,1739764357394000000,1739764417391000000,0
jps.global.get.library.by.name.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1739764357394000000,1739764417391000000,0
workspaceModel.orphan.listener.update.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1739764357394000000,1739764417391000000,0
jps.load.project.to.empty.storage.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1739764357394000000,1739764417391000000,0
jps.global.initialize.library.bridges.after.loading.ms,1739764357394000000,1739764417391000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleBridge.before.changed.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1739764357394000000,1739764417391000000,0
jps.reload.project.entities.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.instances.count,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.entities.ms,1739764357394000000,1739764417391000000,0
jps.app.storage.content.writer.save.component.ms,1739764357394000000,1739764417391000000,0
jps.global.get.libraries.ms,1739764357394000000,1739764417391000000,0
jps.global.initialize.library.bridges.ms,1739764357394000000,1739764417391000000,0
workspaceModel.do.save.caches.ms,1739764357394000000,1739764417391000000,0
workspaceModel.global.updates.count,1739764357394000000,1739764417391000000,0
jps.global.get.library.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1739764357394000000,1739764417391000000,0
jps.module.iml.entities.serializer.load.entities.ms,1739764357394000000,1739764417391000000,0
jps.save.global.entities.ms,1739764357394000000,1739764417391000000,0
workspaceModel.sync.entities.ms,1739764357394000000,1739764417391000000,0
jps.load.initial.state.ms,1739764357394000000,1739764417391000000,0
workspaceModel.load.cache.from.file.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1739764357394000000,1739764417391000000,0
jps.module.iml.entities.serializer.save.entities.ms,1739764357394000000,1739764417391000000,0
workspaceModel.global.updates.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1739764357394000000,1739764417391000000,0
jps.facet.change.listener.before.change.events.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1739764357394000000,1739764417391000000,0
jps.app.storage.content.reader.load.component.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleBridge.update.option.ms,1739764357394000000,1739764417391000000,0
jps.library.entities.serializer.save.entities.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1739764357394000000,1739764417391000000,0
jps.facet.change.listener.process.change.events.ms,1739764357394000000,1739764417391000000,0
workspaceModel.load.cache.metadata.from.file.ms,1739764357394000000,1739764417391000000,0
workspaceModel.global.apply.state.to.project.ms,1739764357394000000,1739764417391000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1739764357394000000,1739764417391000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1739764357394000000,1739764417391000000,0
jps.library.entities.serializer.load.entities.ms,1739764357394000000,1739764417391000000,0
jps.artifact.entities.serializer.load.entities.ms,1739764357394000000,1739764417391000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1739764357394000000,1739764417391000000,0
FlushQueue.executionTimeMaxNs,1739764357394000000,1739764417391000000,105471
WriteAction.executionsCount,1739764357394000000,1739764417391000000,0
AWTEventQueue.dispatchTime90PNs,1739764357394000000,1739764417391000000,172031
FlushQueue.waitingTime90PNs,1739764357394000000,1739764417391000000,296959
ReadAction.executionsCount,1739764357394000000,1739764417391000000,0
AWTEventQueue.dispatchTimeMaxNs,1739764357394000000,1739764417391000000,224255
FlushQueue.queueSize90P,1739764357394000000,1739764417391000000,0
FlushQueue.queueSizeAvg,1739764357394000000,1739764417391000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1739764357394000000,1739764417391000000,19176166
FlushQueue.tasksExecuted,1739764357394000000,1739764417391000000,120
AWTEventQueue.dispatchTimeAvgNs,1739764357394000000,1739764417391000000,145314.9090909091
NonBlockingReadAction.failedExecutionTimeUs,1739764357394000000,1739764417391000000,0
FlushQueue.executionTime90PNs,1739764357394000000,1739764417391000000,62463
FlushQueue.queueSizeMax,1739764357394000000,1739764417391000000,0
AWTEventQueue.eventsDispatched,1739764357394000000,1739764417391000000,132
FlushQueue.executionTimeAvgNs,1739764357394000000,1739764417391000000,51934.933333333334
NonBlockingReadAction.finalizedExecutionsCount,1739764357394000000,1739764417391000000,0
FlushQueue.waitingTimeMaxNs,1739764357394000000,1739764417391000000,321535
NonBlockingReadAction.failedExecutionsCount,1739764357394000000,1739764417391000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1739764357394000000,1739764417391000000,0
FlushQueue.waitingTimeAvgNs,1739764357394000000,1739764417391000000,247453.86666666667
VFS.contentStorage.recordsReadSize,1739764417391000000,1739764477391000000,0
VFS.fileByIdCache.hits,1739764417391000000,1739764477391000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1739764417391000000,1739764477391000000,0
FileNameCache.totalMisses,1739764417391000000,1739764477391000000,0
VFS.fileByIdCache.misses,1739764417391000000,1739764477391000000,0
VFS.contentStorage.recordsStoredSize,1739764417391000000,1739764477391000000,0
FileNameCache.queries,1739764417391000000,1739764477391000000,0
VFS.invertedFileNameIndex.requests,1739764417391000000,1739764477391000000,0
VFS.fileChildByName,1739764417391000000,1739764477391000000,0
VFS.contentStorage.recordsDeduplicated,1739764417391000000,1739764477391000000,0
VFS.contentStorage.recordsUncompressedSize,1739764417391000000,1739764477391000000,0
VFS.contentStorage.recordsRead,1739764417391000000,1739764477391000000,0
VFS.contentStorage.recordsReadDecompressed,1739764417391000000,1739764477391000000,0
VFS.contentStorage.recordsStored,1739764417391000000,1739764477391000000,0
VFS.contentStorage.recordsStoredCompressed,1739764417391000000,1739764477391000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1739764417391000000,1739764477391000000,0
writeAction.wait.ms,1739764417391000000,1739764477391000000,0
writeAction.count,1739764417391000000,1739764477391000000,0
DiskQueryRelay.tasksRequested,1739764417391000000,1739764477391000000,0
writeAction.max.wait.ms,1739764417391000000,1739764477391000000,1
DiskQueryRelay.tasksExecuted,1739764417391000000,1739764477391000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1739764417391000000,1739764477391000000,0
writeAction.median.wait.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactManagerBridge.commit.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1739764417391000000,1739764477391000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1739764417391000000,1739764477391000000,0
DirectByteBufferAllocator.hits,1739764417391000000,1739764477391000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1739764417391000000,1739764477391000000,0
FilePageCache.capacityInBytes,1739764417391000000,1739764477391000000,503316478
FilePageCacheLockFree.totalHeapBytesReclaimed,1739764417391000000,1739764477391000000,0
FilePageCacheLockFree.totalPagesAllocated,1739764417391000000,1739764477391000000,0
MappedFileStorage.totalPagesMapped,1739764417391000000,1739764477391000000,16
StorageLockContext.competingThreads.avg,1739764417391000000,1739764477391000000,0.0
StreamlinedBlobStorage.recordsDeleted,1739764417391000000,1739764477391000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1739764417391000000,1739764477391000000,0
FilePageCacheLockFree.totalPagesReadMs,1739764417391000000,1739764477391000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1739764417391000000,1739764477391000000,238043136
MappedFileStorage.totalBytesMapped,1739764417391000000,1739764477391000000,202637312
FilePageCacheLockFree.totalNativeBytesReclaimed,1739764417391000000,1739764477391000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1739764417391000000,1739764477391000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1739764417391000000,1739764477391000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1739764417391000000,1739764477391000000,0
StorageLockContext.competingThreads.90P,1739764417391000000,1739764477391000000,0
StreamlinedBlobStorage.recordsAllocated,1739764417391000000,1739764477391000000,0
FilePageCache.disposedBuffers,1739764417391000000,1739764477391000000,0
FilePageCacheLockFree.totalBytesRead,1739764417391000000,1739764477391000000,0
MappedFileStorage.storages,1739764417391000000,1739764477391000000,16
FilePageCache.maxCacheSizeInBytes,1739764417391000000,1739764477391000000,238043136
